REF_AREA_LABEL,TIME_PERIOD,GDP_Growth,Employment_Thousands,Sector
South Africa,1992,-2.1370328450052085,76.01128927732444,Sector: Utilities
South Africa,1992,-2.1370328450052085,529.012068248144,Sector: Construction
South Africa,1992,-2.1370328450052085,2283.8368565235737,Sector: Trade services
South Africa,1992,-2.1370328450052085,520.7106803455024,Sector: Transport services
South Africa,1992,-2.1370328450052085,711.1772142394093,Sector: Finance and business services
South Africa,1992,-2.1370328450052085,2292.258390833434,Sector: Other services
South Africa,1994,3.20000000297172,10128.8056640625,Sector: Total
South Africa,1994,3.20000000297172,1080.562,Sector: Agriculture
South Africa,1994,3.20000000297172,541.407,Sector: Mining
South Africa,1994,3.20000000297172,1624.561,Sector: Manufacturing
South Africa,1994,3.20000000297172,83.451,Sector: Utilities
South Africa,1994,3.20000000297172,603.235,Sector: Construction
South Africa,1994,3.20000000297172,2411.8759765625,Sector: Trade services
South Africa,1994,3.20000000297172,557.14,Sector: Transport services
South Africa,1994,3.20000000297172,810.2109985351562,Sector: Finance and business services
South Africa,1994,3.20000000297172,2416.363037109375,Sector: Other services
South Africa,1996,4.299999997267918,10746.9990234375,Sector: Total
South Africa,1996,4.299999997267918,1118.029,Sector: Agriculture
South Africa,1996,4.299999997267918,569.458,Sector: Mining
South Africa,1996,4.299999997267918,1683.381,Sector: Manufacturing
South Africa,1996,4.299999997267918,91.966,Sector: Utilities
South Africa,1996,4.299999997267918,645.441,Sector: Construction
South Africa,1996,4.299999997267918,2575.014892578125,Sector: Trade services
South Africa,1996,4.299999997267918,594.035,Sector: Transport services
South Africa,1996,4.299999997267918,897.375,Sector: Finance and business services
South Africa,1996,4.299999997267918,2572.299072265625,Sector: Other services
South Africa,1998,0.50000000034143,11356.6162109375,Sector: Total
South Africa,1998,0.50000000034143,1154.778,Sector: Agriculture
South Africa,1998,0.50000000034143,599.568,Sector: Mining
South Africa,1998,0.50000000034143,1742.317,Sector: Manufacturing
South Africa,1998,0.50000000034143,99.675,Sector: Utilities
South Africa,1998,0.50000000034143,684.984,Sector: Construction
South Africa,1998,0.50000000034143,2746.5361328125,Sector: Trade services
South Africa,1998,0.50000000034143,631.096,Sector: Transport services
South Africa,1998,0.50000000034143,971.56396484375,Sector: Finance and business services
South Africa,1998,0.50000000034143,2726.09814453125,Sector: Other services
South Africa,1995,3.1000000005441137,10478.5830078125,Sector: Total
South Africa,1995,3.1000000005441137,1103.426,Sector: Agriculture
South Africa,1995,3.1000000005441137,558.789,Sector: Mining
South Africa,1995,3.1000000005441137,1669.599,Sector: Manufacturing
South Africa,1995,3.1000000005441137,86.871,Sector: Utilities
South Africa,1995,3.1000000005441137,626.022,Sector: Construction
South Africa,1995,3.1000000005441137,2502.303955078125,Sector: Trade services
South Africa,1995,3.1000000005441137,577.397,Sector: Transport services
South Africa,1995,3.1000000005441137,852.6900024414062,Sector: Finance and business services
South Africa,1995,3.1000000005441137,2501.485107421875,Sector: Other services
South Africa,1993,1.233557938647408,9796.0908203125,Sector: Total
South Africa,1993,1.233557938647408,1056.703,Sector: Agriculture
South Africa,1993,1.233557938647408,524.596,Sector: Mining
South Africa,1993,1.233557938647408,1585.222,Sector: Manufacturing
South Africa,1993,1.233557938647408,79.455,Sector: Utilities
South Africa,1993,1.233557938647408,580.727,Sector: Construction
South Africa,1993,1.233557938647408,2325.506103515625,Sector: Trade services
South Africa,1993,1.233557938647408,537.911,Sector: Transport services
South Africa,1993,1.233557938647408,771.1119995117188,Sector: Finance and business services
South Africa,1993,1.233557938647408,2334.85888671875,Sector: Other services
South Africa,1988,4.2001096483818685,8198.5615234375,Sector: Total
South Africa,1988,4.2001096483818685,1013.2854766699616,Sector: Agriculture
South Africa,1988,4.2001096483818685,553.6528859288761,Sector: Mining
South Africa,1988,4.2001096483818685,1554.9817197252444,Sector: Manufacturing
South Africa,1988,4.2001096483818685,63.871586400081895,Sector: Utilities
South Africa,1988,4.2001096483818685,501.377004639745,Sector: Construction
South Africa,1988,4.2001096483818685,1802.207577750143,Sector: Trade services
South Africa,1988,4.2001096483818685,449.2941290444462,Sector: Transport services
South Africa,1988,4.2001096483818685,484.6781974431345,Sector: Finance and business services
South Africa,1988,4.2001096483818685,1775.213145376153,Sector: Other services
South Africa,1989,2.3947951153840563,8615.634765625,Sector: Total
South Africa,1989,2.3947951153840563,1020.884004499212,Sector: Agriculture
South Africa,1989,2.3947951153840563,581.8410740069211,Sector: Mining
South Africa,1989,2.3947951153840563,1575.1933203722788,Sector: Manufacturing
